odometry_x, odometry_y, time
5.416284354344913, 14.351263453513162, 1.70742272E9
5.416274114821028, 14.351263996416215, 1.70742272E9
5.416274114821028, 14.351263996416215, 1.70742272E9
5.416274114821028, 14.351263996416215, 1.70742272E9
5.416274114821028, 14.351263996416215, 1.70742272E9
5.416274114821028, 14.351263996416215, 1.70742272E9
5.416274114821028, 14.351263996416215, 1.70742272E9
5.416274114821028, 14.351263996416215, 1.70742272E9
5.416274114821028, 14.351263996416215, 1.70742272E9
5.416274114821028, 14.351263996416215, 1.70742272E9
5.416274114821028, 14.351263996416215, 1.70742272E9
5.416274114821028, 14.351263996416215, 1.70742272E9
5.416274114821028, 14.351263996416215, 1.70742272E9
5.416274114821028, 14.351263996416215, 1.70742272E9
5.416274114821028, 14.351263996416215, 1.70742272E9
5.416274114821028, 14.351263996416215, 1.70742272E9
5.416274114821028, 14.351263996416215, 1.70742272E9
5.416274114821028, 14.351263996416215, 1.70742272E9
5.416274114821028, 14.351263996416215, 1.70742272E9
5.416274114821028, 14.351263996416215, 1.70742272E9
5.416274114821028, 14.351263996416215, 1.70742272E9
5.416274114821028, 14.351263996416215, 1.70742272E9
5.416274114821028, 14.351263996416215, 1.70742272E9
5.416274114821028, 14.351263996416215, 1.70742272E9
5.420533538002102, 14.351034059892038, 1.70742272E9
5.420533538002102, 14.351034059892038, 1.70742272E9
5.420533538002102, 14.351034059892038, 1.70742272E9
5.420533538002102, 14.351034059892038, 1.70742272E9
5.420533538002102, 14.351034059892038, 1.70742272E9
5.420533538002102, 14.351034059892038, 1.70742272E9
5.420533538002102, 14.351034059892038, 1.70742272E9
5.420533538002102, 14.351034059892038, 1.70742272E9
5.420533538002102, 14.351034059892038, 1.70742272E9
5.420533538002102, 14.351034059892038, 1.70742272E9
5.420533538002102, 14.351034059892038, 1.70742272E9
5.420533538002102, 14.351034059892038, 1.70742272E9
5.420533538002102, 14.351034059892038, 1.70742272E9
5.420533538002102, 14.351034059892038, 1.70742272E9
5.425999456434372, 14.350708845826663, 1.70742272E9
5.425999456434372, 14.350708845826663, 1.70742272E9
5.425999456434372, 14.350708845826663, 1.70742272E9
5.425999456434372, 14.350708845826663, 1.70742272E9
5.425999456434372, 14.350708845826663, 1.70742272E9
5.425999456434372, 14.350708845826663, 1.70742272E9
5.425999456434372, 14.350708845826663, 1.70742272E9
5.425999456434372, 14.350708845826663, 1.70742272E9
5.425999456434372, 14.350708845826663, 1.70742272E9
5.425999456434372, 14.350708845826663, 1.70742272E9
5.458764343284865, 14.347677990558907, 1.70742272E9
5.458764343284865, 14.347677990558907, 1.70742272E9
